Phone Number
Time,duration,isCorrect
4h41m29s419ms,no Action
14h41m29s505ms,no Action
14h41m29s565ms,no Action
14h41m29s640ms,,0.22,true
14h41m29s712ms,no Action
14h41m29s800ms,no Action
14h41m29s866ms,no Action
14h41m29s938ms,no Action
14h41m30s8ms,no Action
14h41m30s85ms,no Action
14h41m30s159ms,no Action
14h41m30s229ms,,0.809,true
14h41m30s305ms,no Action
14h41m30s387ms,no Action
14h41m30s454ms,no Action
14h41m30s527ms,no Action
14h41m30s609ms,no Action
14h41m30s675ms,no Action
14h41m30s750ms,,1.33,true
14h41m30s822ms,no Action
14h41m30s899ms,no Action
14h41m30s971ms,no Action
14h41m31s47ms,no Action
14h41m31s118ms,no Action
14h41m31s194ms,no Action
14h41m31s268ms,no Action
14h41m31s344ms,no Action
14h41m31s421ms,no Action
14h41m31s499ms,no Action
14h41m31s566ms,no Action
14h41m31s644ms,no Action
14h41m31s713ms,no Action
14h41m31s783ms,no Action
14h41m31s864ms,no Action
14h41m31s938ms,no Action
14h41m32s12ms,no Action
14h41m32s84ms,no Action
14h41m32s156ms,,2.736,true
14h41m32s230ms,no Action
14h41m32s305ms,no Action
14h41m32s381ms,no Action
14h41m32s458ms,no Action
14h41m32s532ms,no Action
14h41m32s600ms,no Action
14h41m32s673ms,no Action
14h41m32s757ms,no Action
14h41m32s822ms,no Action
14h41m32s897ms,,3.478,true
14h41m32s974ms,no Action
14h41m33s48ms,no Action
14h41m33s125ms,no Action
14h41m33s198ms,no Action
14h41m33s269ms,no Action
14h41m33s347ms,no Action
14h41m33s419ms,no Action
14h41m33s492ms,no Action
14h41m33s567ms,no Action
14h41m33s636ms,,4.216,true
14h41m33s711ms,no Action
14h41m33s787ms,no Action
14h41m33s863ms,no Action
14h41m33s941ms,no Action
14h41m34s9ms,no Action
14h41m34s89ms,no Action
14h41m34s164ms,no Action
14h41m34s244ms,no Action
14h41m34s308ms,no Action
14h41m34s382ms,no Action
14h41m34s456ms,no Action
14h41m34s533ms,no Action
14h41m34s601ms,no Action
14h41m34s675ms,no Action
14h41m34s754ms,no Action
14h41m34s823ms,no Action
14h41m34s898ms,no Action
14h41m34s976ms,no Action
14h41m35s49ms,no Action
14h41m35s126ms,no Action
14h41m35s196ms,no Action
14h41m35s277ms,no Action
14h41m35s344ms,,5.924,true
14h41m35s416ms,no Action
14h41m35s491ms,no Action
14h41m35s564ms,no Action
14h41m35s643ms,no Action
14h41m35s714ms,no Action
14h41m35s794ms,no Action
14h41m35s861ms,,6.441,true
14h41m35s935ms,no Action
14h41m36s11ms,no Action
14h41m36s84ms,no Action
14h41m36s169ms,no Action
14h41m36s231ms,no Action
14h41m36s304ms,no Action
14h41m36s384ms,no Action
14h41m36s453ms,no Action
14h41m36s530ms,no Action
14h41m36s605ms,no Action
14h41m36s679ms,no Action
14h41m36s752ms,no Action
14h41m36s828ms,no Action
14h41m36s900ms,no Action
14h41m36s976ms,,7.556,true
14h41m37s44ms,no Action
14h41m37s122ms,no Action
14h41m37s201ms,no Action
14h41m37s268ms,no Action
14h41m37s346ms,no Action
14h41m37s416ms,no Action
14h41m37s491ms,no Action
14h41m37s566ms,no Action
14h41m37s645ms,no Action
14h41m37s718ms,no Action
14h41m37s788ms,no Action
14h41m37s866ms,no Action
14h41m37s942ms,no Action
14h41m38s9ms,no Action
14h41m38s87ms,no Action
14h41m38s166ms,no Action
14h41m38s236ms,no Action
14h41m38s305ms,,8.885,true
14h41m38s385ms,no Action
14h41m38s457ms,no Action
14h41m38s529ms,no Action
14h41m38s604ms,no Action
14h41m38s677ms,,9.257,true
14h41m38s753ms,no Action
14h41m38s823ms,no Action
14h41m38s905ms,no Action
14h41m38s978ms,no Action
14h41m39s45ms,no Action
14h41m39s120ms,,9.7,true
14h41m39s194ms,no Action
14h41m39s271ms,no Action
14h41m39s343ms,no Action
14h41m39s420ms,no Action
14h41m39s494ms,no Action
14h41m39s571ms,no Action
14h41m39s641ms,no Action
14h41m39s715ms,no Action
14h41m39s790ms,no Action
14h41m39s859ms,no Action
14h41m39s939ms,no Action
14h41m40s15ms,no Action
14h41m40s83ms,no Action
14h41m40s162ms,no Action
14h41m40s233ms,no Action
14h41m40s309ms,no Action
14h41m40s381ms,no Action
14h41m40s457ms,no Action
14h41m40s537ms,no Action
14h41m40s608ms,no Action
14h41m40s678ms,no Action
14h41m40s761ms,no Action
14h41m40s827ms,no Action
14h41m40s897ms,no Action
14h41m40s980ms,no Action
14h41m41s49ms,no Action
14h41m41s120ms,no Action
14h41m41s198ms,no Action
14h41m41s270ms,no Action
14h41m41s346ms,no Action
14h41m41s419ms,no Action
14h41m41s499ms,no Action
14h41m41s567ms,no Action
14h41m41s640ms,no Action
14h41m41s720ms,no Action
14h41m41s792ms,no Action
14h41m41s864ms,no Action
14h41m41s938ms,no Action
14h41m42s18ms,no Action
14h41m42s84ms,no Action
14h41m42s167ms,no Action
14h41m42s244ms,no Action
14h41m42s310ms,no Action
14h41m42s383ms,no Action
14h41m42s459ms,no Action
14h41m42s536ms,no Action
14h41m42s620ms,no Action
14h41m42s685ms,no Action
14h41m42s754ms,no Action
14h41m42s829ms,no Action
14h41m42s907ms,no Action
14h41m42s982ms,no Action
14h41m43s59ms,no Action
14h41m43s128ms,no Action
14h41m43s213ms,no Action
14h41m43s273ms,no Action
14h41m43s348ms,no Action
14h41m43s421ms,no Action
14h41m43s492ms,no Action
14h41m43s574ms,no Action
14h41m43s653ms,no Action
14h41m43s726ms,no Action
14h41m43s791ms,no Action
14h41m43s865ms,no Action
14h41m43s945ms,no Action
14h41m44s18ms,no Action
14h41m44s90ms,no Action
14h41m44s166ms,no Action
14h41m44s242ms,no Action
14h41m44s315ms,no Action
14h41m44s386ms,no Action
14h41m44s475ms,no Action
14h41m44s531ms,no Action
14h41m44s608ms,no Action
14h41m44s681ms,no Action
14h41m44s760ms,no Action
14h41m44s831ms,no Action
14h41m44s906ms,no Action
14h41m44s982ms,no Action
14h41m45s61ms,no Action
14h41m45s126ms,no Action
14h41m45s202ms,no Action
14h41m45s270ms,no Action
14h41m45s352ms,no Action
14h41m45s422ms,no Action
14h41m45s496ms,no Action
14h41m45s567ms,no Action
14h41m45s645ms,no Action
14h41m45s719ms,no Action
14h41m45s796ms,no Action
14h41m45s864ms,no Action
14h41m45s939ms,no Action
14h41m46s27ms,no Action
14h41m46s91ms,no Action
14h41m46s163ms,no Action
14h41m46s238ms,no Action
14h41m46s318ms,no Action
14h41m46s390ms,no Action
14h41m46s460ms,no Action
14h41m46s544ms,no Action
14h41m46s609ms,no Action
14h41m46s681ms,no Action
14h41m46s762ms,no Action
14h41m46s830ms,no Action
14h41m46s907ms,no Action
14h41m46s980ms,no Action
14h41m47s60ms,no Action
14h41m47s126ms,no Action
14h41m47s207ms,no Action
14h41m47s278ms,no Action
14h41m47s346ms,no Action
14h41m47s426ms,no Action
14h41m47s496ms,no Action
14h41m47s571ms,no Action
14h41m47s645ms,no Action
14h41m47s726ms,no Action
14h41m47s789ms,no Action
14h41m47s875ms,no Action
14h41m47s942ms,no Action
14h41m48s16ms,no Action
14h41m48s95ms,no Action
14h41m48s168ms,no Action
14h41m48s234ms,,18.815,true
14h41m48s307ms,no Action
14h41m48s382ms,no Action
14h41m48s455ms,no Action
14h41m48s532ms,no Action
14h41m48s607ms,no Action
14h41m48s681ms,,19.261,true
14h41m48s752ms,no Action
14h41m48s826ms,no Action
14h41m48s906ms,no Action
14h41m48s975ms,no Action
14h41m49s55ms,no Action
14h41m49s126ms,no Action
14h41m49s195ms,no Action
14h41m49s278ms,no Action
14h41m49s344ms,no Action
14h41m49s422ms,no Action
14h41m49s498ms,no Action
14h41m49s571ms,no Action
14h41m49s641ms,,20.221,true
14h41m49s719ms,no Action
14h41m49s789ms,no Action
14h41m49s864ms,no Action
14h41m49s939ms,no Action
14h41m50s16ms,no Action
14h41m50s93ms,no Action
14h41m50s165ms,no Action
14h41m50s233ms,no Action
14h41m50s308ms,no Action
14h41m50s382ms,no Action
14h41m50s457ms,no Action
14h41m50s535ms,no Action
14h41m50s605ms,no Action
